Key,English(en),Japanese(ja),Thai(th)
2252.question,เรียงลำดับระยะทางของการวิ่งจากมากไปน้อย,เรียงลำดับระยะทางของการวิ่งจากมากไปน้อย,เรียงลำดับระยะทางของการวิ่งจากมากไปน้อย
2252.choice1,อัลตร้ามาราธอน,อัลตร้ามาราธอน,อัลตร้ามาราธอน
2252.choice2,มาราธอน,มาราธอน,มาราธอน
2252.choice3,ฮาล์ฟมาราธอน,ฮาล์ฟมาราธอน,ฮาล์ฟมาราธอน
2253.question,เรียงลำดับน้ำหนักของอุปกรณ์กีฬาจากมากไปน้อย,เรียงลำดับน้ำหนักของอุปกรณ์กีฬาจากมากไปน้อย,เรียงลำดับน้ำหนักของอุปกรณ์กีฬาจากมากไปน้อย
2253.choice1,ลูกโบว์ลิ่ง,ลูกโบว์ลิ่ง,ลูกโบว์ลิ่ง
2253.choice2,ลูกกอล์ฟ,ลูกกอล์ฟ,ลูกกอล์ฟ
2253.choice3,ลูกปิงปอง,ลูกปิงปอง,ลูกปิงปอง
2254.question,เรียงลำดับความยาวสนามของกีฬาประเภทต่างๆจากมากไปน้อย,เรียงลำดับความยาวสนามของกีฬาประเภทต่างๆจากมากไปน้อย,เรียงลำดับความยาวสนามของกีฬาประเภทต่างๆจากมากไปน้อย
2254.choice1,ฟุตบอล,ฟุตบอล,ฟุตบอล
2254.choice2,เทนนิส,เทนนิส,เทนนิส
2254.choice3,แบดมินตัน,แบดมินตัน,แบดมินตัน
2255.question,เรียงลำดับความสูงตาข่ายของกีฬาประเภทต่างๆจากมากไปน้อย,เรียงลำดับความสูงตาข่ายของกีฬาประเภทต่างๆจากมากไปน้อย,เรียงลำดับความสูงตาข่ายของกีฬาประเภทต่างๆจากมากไปน้อย
2255.choice1,วอลเลย์บอล,วอลเลย์บอล,วอลเลย์บอล
2255.choice2,แบดมินตัน,แบดมินตัน,แบดมินตัน
2255.choice3,เทเบิลเทนนิส,เทเบิลเทนนิส,เทเบิลเทนนิส
2256.question,เรียงลำดับขนาดของสนามฟุตบอลตามความจุที่นั่งจากมากไปน้อย,เรียงลำดับขนาดของสนามฟุตบอลตามความจุที่นั่งจากมากไปน้อย,เรียงลำดับขนาดของสนามฟุตบอลตามความจุที่นั่งจากมากไปน้อย
2256.choice1,Camp Nou,Camp Nou,Camp Nou
2256.choice2,Emirates Stadium,Emirates Stadium,Emirates Stadium
2256.choice3,Parc des Princes,Parc des Princes,Parc des Princes
2257.question,เรียงลำดับจำนวนแชมป์แกรนด์สแลมที่ได้รับจากมากไปน้อย,เรียงลำดับจำนวนแชมป์แกรนด์สแลมที่ได้รับจากมากไปน้อย,เรียงลำดับจำนวนแชมป์แกรนด์สแลมที่ได้รับจากมากไปน้อย
2257.choice1,Novak Djokovic,Novak Djokovic,Novak Djokovic
2257.choice2,Rafael Nadal,Rafael Nadal,Rafael Nadal
2257.choice3,Roger Federer,Roger Federer,Roger Federer
2258.question,เรียงลำดับปีที่เกิดของนักบาสเกตบอลจากก่อนไปหลัง,เรียงลำดับปีที่เกิดของนักบาสเกตบอลจากก่อนไปหลัง,เรียงลำดับปีที่เกิดของนักบาสเกตบอลจากก่อนไปหลัง
2258.choice1,Wilt Chamberlain,Wilt Chamberlain,Wilt Chamberlain
2258.choice2,Michael Jordan,Michael Jordan,Michael Jordan
2258.choice3,LeBron James,LeBron James,LeBron James
2259.question,เรียงลำดับพื้นที่ของกลุ่มประเทศอาเซียนจากมากไปน้อย,เรียงลำดับพื้นที่ของกลุ่มประเทศอาเซียนจากมากไปน้อย,เรียงลำดับพื้นที่ของกลุ่มประเทศอาเซียนจากมากไปน้อย
