NO,QUESTION,CHOICE 1,CHOICE 2,CHOICE 3,CHOICE 4,TYPE,LEVEL,CATEGORY 1,CATEGORY 2,LOCATION
2090,Abraham Lincoln เป็นประธานาธิบดีสหรัฐอเมริกาคนแรกที่ถูกลอบสังหาร,TRUE,FALSE,,,True False,2,History,none,#New York
2091,การล่าแม่มดที่ซาเลมเกิดขึ้นในรัฐ Massachusetts,TRUE,FALSE,,,True False,2,History,none,#New York
2092,Dua Lipa เป็นนักร้องชาวอเมริกัน,FALSE,TRUE,,,True False,2,Entertainment,none,#New York
2093,สหรัฐอเมริกาประกาศอิสรภาพในปี 1776,TRUE,FALSE,,,True False,2,History,none,#New York
2094,NFL ย่อมาจาก National Football League,TRUE,FALSE,,,True False,2,sports,none,#New York
2095,สหรัฐอเมริกาซื้อดินแดน Louisiana มาจากประเทศสเปน,FALSE,TRUE,,,True False,2,History,none,#New York
2096,เมือง  Chicago มีพื้นที่ติดทะเล,FALSE,TRUE,,,True False,2,Geography,none,#New York
2097,ตึก Empire State ตั้งอยู่ในเมือง Chicago,FALSE,TRUE,,,True False,2,Geography,none,#New York
2098,FBI ย่อมาจาก Federal Bureau of Investigation,TRUE,FALSE,,,True False,2,General,none,#New York
2099,สหรัฐอเมริกาไม่มีโทษประหารชีวิต,FALSE,TRUE,,,True False,2,General,none,#New York
2100,Las Vegas ตั้งอยู่ในรัฐ Nevada,TRUE,FALSE,,,True False,2,Geography,none,#New York
2101,ดนตรีแนว Jazz มีต้นกำเนิดในสหรัฐอเมริกา,TRUE,FALSE,,,True False,2,Entertainment,History,#New York
2102,Louis XVI ถูกประหารในการปฏิวัติรัสเซีย,FALSE,TRUE,,,True False,1,History,none,#Paris
2103,เมืองหลวงของประเทศฝรั่งเศสคือ Marseille,FALSE,TRUE,,,True False,1,Geography,none,#Paris
2104,มหาวิหาร Notre-Dame ตั้งอยู่ในเมือง Paris,TRUE,FALSE,,,True False,1,Geography,none,#Paris
2105,ในภาษาฝรั่งเศส Merci แปลว่าขอบคุณ,TRUE,FALSE,,,True False,1,General,none,#Paris
2106,ขนมปัง Croissant มีต้นกำเนิดในฝรั่งเศส,TRUE,FALSE,,,True False,1,General,none,#Paris
2107,สัตว์ประจำชาติของฝรั่งเศสคือสิงโต,FALSE,TRUE,,,True False,1,General,none,#Paris
2108,ในภาษาฝรั่งเศส Guten Tag แปลว่าสวัสดี,FALSE,TRUE,,,True False,1,General,none,#Paris
2109,มีสีแดงในธงชาติฝรั่งเศส,TRUE,FALSE,,,True False,1,General,none,#Paris
2110,รูปปั้น Venus de Milo จัดแสดงอยู่ที่พิพิธภัณฑ์ Louvre,TRUE,FALSE,,,True False,2,Geography,none,#Paris
2111,Cologne ที่ขึ้นชื่อเรื่องน้ำหอมอยู่ในประเทศฝรั่งเศส,FALSE,TRUE,,,True False,2,Geography,none,#Paris
2112,สนามแข่งรถ Monte Carlo ใน F1 ตั้งอยู่ในประเทศฝรั่งเศส,FALSE,TRUE,,,True False,2,sports,none,#Paris
2113,แต้ม Love ในกีฬาเทนนิสมีรากศัพท์มาจากภาษาฝรั่งเศส,TRUE,FALSE,,,True False,2,sports,none,#Paris
2114,Monaco เป็นเมืองหนึ่งของฝรั่งเศส,FALSE,TRUE,,,True False,2,Geography,General,#Paris
2115,ฝรั่งเศสเป็นประเทศที่มีพื้นที่ใหญ่ที่สุดในทวีปยุโรป,FALSE,TRUE,,,True False,2,Geography,none,#Paris
2116,TGV คือชื่อของรถไฟความเร็วสูงในฝรั่งเศส,TRUE,FALSE,,,True False,2,General,none,#Paris
2117,ฝรั่งเศสมีพรมแดนติดกับสเปน,TRUE,FALSE,,,True False,2,Geography,none,#Paris
2118,ฝรั่งเศสเป็นสมาชิกผู้ก่อตั้งองค์การสหประชาชาติ,TRUE,FALSE,,,True False,2,General,none,#Paris
2119,ฝรั่งเศสเป็นประเทศเดียวในยุโรปที่มี Disneyland,TRUE,FALSE,,,True False,2,Geography,Pop Culture,#Paris
2120,ฝรั่งเศสขายดินแดน Louisiana ให้สหรัฐอเมริกา,TRUE,FALSE,,,True False,2,History,none,#Paris
2121,ฝรั่งเศสไม่มีโทษประหารชีวิต,TRUE,FALSE,,,True False,2,General,none,#Paris
2122,เมือง Nice ของฝรั่งเศสมีพื้นที่ติดทะเล,TRUE,FALSE,,,True False,2,Geography,none,#Paris
2123,Toulouse FC เป็นสโมสรฟุตบอลจากประเทศฝรั่งเศส,TRUE,FALSE,,,True False,2,sports,none,#Paris
2124,ประธานาธิบดีฝรั่งเศสมีวาระดำรงตำแหน่งครั้งละ 4 ปี,FALSE,TRUE,,,True False,2,General,none,#Paris
2125,Paris เป็นเมืองที่เก่าแก่ที่สุดในฝรั่งเศส,FALSE,TRUE,,,True False,2,History,none,#Paris
2126,Marseille เป็นเมืองที่เก่าแก่ที่สุดในฝรั่งเศส,TRUE,FALSE,,,True False,2,History,none,#Paris
2127,Marseille เคยเป็นเมืองหลวงเก่าของฝรั่งเศส,FALSE,TRUE,,,True False,2,History,none,#Paris
2128,เมือง Lille ของฝรั่งเศสตั้งอยู่ติดกับประเทศเบลเยียม,TRUE,FALSE,,,True False,2,Geography,none,#Paris
2129,สนามกีฬา Wembley ตั้งอยู่ในเมืองแมนเชสเตอร์,FALSE,TRUE,,,True False,1,sports,Geography,#London
2130,เมืองหลวงของประเทศอังกฤษคือ New York,FALSE,TRUE,,,True False,1,Geography,none,#London
2131,กีฬาที่ได้รับความนิยมมากที่สุดในอังกฤษคือรักบี้,FALSE,TRUE,,,True False,1,sports,none,#London
2132,มหาวิทยาลัย Oxford ตั้งอยู่ในประเทศอังกฤษ,TRUE,FALSE,,,True False,1,Geography,none,#London
2133,Fish and Chips เป็นอาหารขึ้นชื่อของอังกฤษ,TRUE,FALSE,,,True False,1,General,none,#London
2134,ประเทศอังกฤษมีภูมิประเทศเป็นเกาะ,TRUE,FALSE,,,True False,1,Geography,none,#London
2135,Stonehenge อยู่ในประเทศอังกฤษ,TRUE,FALSE,,,True False,1,Geography,none,#London
2136,อังกฤษมีประชากรมากกว่าสกอตแลนด์และเวลส์รวมกัน,TRUE,FALSE,,,True False,1,General,none,#London
2137,อังกฤษเข้าร่วมสงครามโลกครั้งที่ 1,TRUE,FALSE,,,True False,1,History,none,#London
2138,คอนเสิร์ต Woodstock เกิดขึ้นที่กรุงลอนดอน,FALSE,TRUE,,,True False,2,Entertainment,none,#London
2139,The Ashes เป็นชื่อของการแข่งขันรักบี้ระหว่างอังกฤษกับออสเตรเลีย,FALSE,TRUE,,,True False,2,sports,none,#London
2140,อังกฤษมีพรมแดนทางทิศตะวันตกติดกับเวลส์,TRUE,FALSE,,,True False,2,Geography,none,#London
2141,เมือง London มีพื้นที่ติดทะเล,FALSE,TRUE,,,True False,2,Geography,none,#London
2142,อังกฤษเป็นส่วนหนึ่งของ Schengen Area,FALSE,TRUE,,,True False,2,General,none,#London
2143,เมือง Liverpool มีประชากรมากกว่าเมือง Manchester,FALSE,TRUE,,,True False,2,General,none,#London
2144,ระบบรถไฟใต้ดินของอังกฤษเก่าแก่ที่สุดในโลก,TRUE,FALSE,,,True False,2,General,History,#London
2145,เทศกาลดนตรี Glastonbury จัดขึ้นที่ประเทศอังกฤษ,TRUE,FALSE,,,True False,2,Entertainment,none,#London
2146,Stonehenge อยู่ทางทิศใต้ของประเทศอังกฤษ,TRUE,FALSE,,,True False,2,Geography,none,#London
2147,สโมสรฟุตบอล Everton F.C.ตั้งอยู่ในเมือง Liverpool,TRUE,FALSE,,,True False,2,sports,none,#London
2148,มหาวิทยาลัยแห่งแรกของอังกฤษตั้งอยู่ในเมือง London,FALSE,TRUE,,,True False,2,History,none,#London
2149,นักธรรมชาติวิทยา Charles Darwin เกิดที่อังกฤษ,TRUE,FALSE,,,True False,2,Science,none,#London
2150,ภาษาอังกฤษอยู่กลุ่มภาษาเดียวกับเยอรมัน,TRUE,FALSE,,,True False,2,General,none,#London
2151,Tower of London เคยเป็นสวนสัตว์มาก่อน,TRUE,FALSE,,,True False,2,Geography,History,#London
2152,เมือง Manchester มีประชากรมากที่สุดเป็นอันดับ 2 ในอังกฤษ,FALSE,TRUE,,,True False,2,General,none,#London
2153,สงครามร้อยปีเป็นความขัดแย้งระหว่างอังกฤษกับเยอรมนี,FALSE,TRUE,,,True False,2,History,none,#London
2154,George III ของอังกฤษเป็นกษัตริย์ของราชวงศ์ Hanover,TRUE,FALSE,,,True False,2,History,none,#London
2155,ราชวงศ์ Windsor ก่อตั้งขึ้นในช่วงสงครามโลกครั้งที่ 2,FALSE,TRUE,,,True False,2,History,none,#London
2156,ประเทศอียิปต์ตั้งอยู่ในทวีปเอเชีย,FALSE,TRUE,,,True False,1,Geography,none,#Cairo
2157,คนที่จะทำมัมมี่ได้มีแค่ฟาโรห์เท่านั้น,FALSE,TRUE,,,True False,1,History,none,#Cairo
2158,Cleopatra เป็นฟาโรห์หญิงเพียงคนเดียว,FALSE,TRUE,,,True False,1,History,none,#Cairo
2159,เมืองหลวงของอียิปต์คือ Cairo,TRUE,FALSE,,,True False,1,Geography,none,#Cairo
2160,Mohamed Salah เป็นนักฟุตบอลชาวอียิปต์,TRUE,FALSE,,,True False,1,sports,none,#Cairo
2161,มีสีดำในธงชาติอียิปต์,TRUE,FALSE,,,True False,1,General,none,#Cairo
2162,ปัจจุบันอียิปต์ยังมีฟาโรห์อยู่,FALSE,TRUE,,,True False,1,General,none,#Cairo
2163,คลอง Suez เชื่อมมหาสมุทรแปซิฟิกกับทะเลแดง,FALSE,TRUE,,,True False,2,Geography,none,#Cairo
2164,Cleopatra เป็นฟาโรห์องค์สุดท้ายของอียิปต์โบราณ,TRUE,FALSE,,,True False,2,History,none,#Cairo
2165,Osiris เป็นเทพเจ้าแห่งดวงอาทิตย์,FALSE,TRUE,,,True False,2,History,none,#Cairo
2166,พีระมิดGiza สร้างขึ้นในสมัยอาณาจักรใหม่,FALSE,TRUE,,,True False,2,Geography,History,#Cairo
2167,แม่น้ำ Nile ไหลจากทิศใต้ไปยังทิศเหนือ,TRUE,FALSE,,,True False,2,Geography,none,#Cairo
2168,เทพี Sekhmet มีศีรษะเป็นสิงโต,TRUE,FALSE,,,True False,2,History,none,#Cairo
